,School Name,dname,cname,enroll12,NumTstTakr,AvgScrEng,AvgScrRead,AvgScrMath,AvgScrSci,AvgScrTotal,NumGE21,PctGE21,Adult Ed. HS Diploma (Count),Adult Ed. HS Diploma (Rate),AggregateLevel,County Name,District Name,Dropout (Count),Dropout (Rate),"Enrollment 
(Ages 5-17)","Enrollment 
(K-12)","FRPM Count 
(Ages 5-17)","FRPM Count 
(K-12)","Free Meal 
Count 
(Ages 5-17)","Free Meal 
Count 
(K-12)",GED Completer (Count),GED Completer (Rate),Golden State Seal Merit Diploma (Count),Golden State Seal Merit Diploma (Rate,Met UC/CSU Grad Req's (Rate),PctGE21,"Percent (%) 
Eligible FRPM 
(Ages 5-17)","Percent (%) 
Eligible FRPM 
(K-12)","Percent (%) 
Eligible Free 
(Ages 5-17)","Percent (%) 
Eligible Free 
(K-12)",Regular HS Diploma Graduates (Count),Regular HS Diploma Graduates (Rate)
140012,Cupertino High,Fremont Union High,Santa Clara,557,236,30.0,28.0,30.0,28.0,29.0,217.0,91.95,2.0,0.8,,,,2.0,0.8,2258,2295,243,249,222,228,0.0,0.0,172.0,68.3,88.9,91.95,0.10761736,0.108496732,0.098317095,0.099346405,252.0,96.6
140076,Homestead High,Fremont Union High,Santa Clara,608,234,29.0,29.0,29.0,28.0,28.75,213.0,91.03,0.0,0.0,,,,6.0,2.2,2411,2452,393,403,366,376,0.0,0.0,167.0,61.9,81.9,91.03,0.163002903,0.164355628,0.15180423099999998,0.153344209,270.0,96.8
140140,Lynbrook High,Fremont Union High,Santa Clara,461,212,32.0,31.0,32.0,31.0,31.5,205.0,96.7,2.0,0.9,,,,0.0,0.0,1802,1848,117,129,103,112,0.0,0.0,177.0,80.5,91.4,96.7,0.064927858,0.069805195,0.057158713,0.060606060999999996,220.0,97.8
140200,Monta Vista High,Fremont Union High,Santa Clara,598,306,31.0,30.0,31.0,30.0,30.5,295.0,96.41,1.0,0.3,,,,0.0,0.0,2348,2370,102,107,96,101,0.0,0.0,214.0,73.3,93.5,96.41,0.043441227,0.045147679,0.04088586,0.042616034000000004,292.0,98.6
140252,Dr. TJ Owens Gilroy Early College Academy,Gilroy Unified,Santa Clara,59,17,28.0,28.0,26.0,25.0,26.75,16.0,94.12,0.0,0.0,,,,0.0,0.0,284,288,95,96,73,74,0.0,0.0,0.0,0.0,87.5,94.12,0.334507042,0.333333333,0.25704225399999997,0.256944444,32.0,100.0
140308,Christopher High,Gilroy Unified,Santa Clara,423,96,22.0,23.0,23.0,22.0,22.5,62.0,64.58,1.0,0.5,,,,2.0,0.9,1645,1678,667,684,562,575,0.0,0.0,0.0,0.0,58.6,64.58,0.405471125,0.407628129,0.34164133700000004,0.342669845,203.0,95.3
140376,Gilroy High,Gilroy Unified,Santa Clara,308,51,20.0,22.0,21.0,21.0,21.0,25.0,49.02,1.0,0.7,,,,5.0,3.7,1612,1654,998,1020,884,905,0.0,0.0,0.0,0.0,50.4,49.02,0.6191066999999999,0.61668682,0.548387097,0.5471584039999999,123.0,91.1
140440,Los Gatos High,Los Gatos-Saratoga Joint Union High,Santa Clara,468,190,28.0,28.0,28.0,27.0,27.75,174.0,91.58,0.0,0.0,,,,3.0,1.3,2001,2061,101,107,101,107,0.0,0.0,0.0,0.0,78.8,91.58,0.050474763,0.051916545,0.050474763,0.051916545,226.0,98.7
140500,Saratoga High,Los Gatos-Saratoga Joint Union High,Santa Clara,329,150,31.0,30.0,31.0,30.0,30.5,143.0,95.33,0.0,0.0,,,,0.0,0.0,1312,1354,24,26,24,26,0.0,0.0,0.0,0.0,90.0,95.33,0.018292683,0.019202363,0.018292683,0.019202363,150.0,98.0
140552,Ann Sobrato High,Morgan Hill Unified,Santa Clara,361,114,24.0,25.0,24.0,23.0,24.0,89.0,78.07,0.0,0.0,,,,3.0,1.7,1426,1462,463,478,422,435,0.0,0.0,84.0,49.1,76.6,78.07,0.32468443199999997,0.326949384,0.295932679,0.29753762,171.0,95.5
140620,Live Oak High,Morgan Hill Unified,Santa Clara,246,38,24.0,25.0,23.0,24.0,24.0,29.0,76.32,0.0,0.0,,,,5.0,4.1,1145,1175,412,428,377,391,0.0,0.0,45.0,39.5,57.0,76.32,0.35982532799999994,0.36425531899999997,0.329257642,0.332765957,114.0,93.4
141116,Henry M. Gunn High,Palo Alto Unified,Santa Clara,477,279,29.0,28.0,28.0,28.0,28.25,238.0,85.3,0.0,0.0,,,,6.0,2.7,1945,2008,176,185,153,162,0.0,0.0,162.0,76.1,65.7,85.3,0.090488432,0.092131474,0.07866323900000001,0.080677291,213.0,96.8
141180,Palo Alto High,Palo Alto Unified,Santa Clara,486,247,28.0,28.0,28.0,27.0,27.75,212.0,85.83,0.0,0.0,,,,8.0,3.3,2042,2072,203,207,179,182,1.0,0.4,163.0,69.7,74.8,85.83,0.099412341,0.099903475,0.087659158,0.087837838,234.0,95.5
141248,Gunderson High,San Jose Unified,Santa Clara,275,24,19.0,20.0,19.0,20.0,19.5,11.0,45.83,0.0,0.0,,,,6.0,4.5,1082,1108,658,674,544,555,0.0,0.0,23.0,18.7,46.3,45.83,0.608133087,0.608303249,0.502772643,0.500902527,123.0,93.2
141312,Downtown College Preparatory,San Jose Unified,Santa Clara,71,73,15.0,17.0,16.0,16.0,16.0,9.0,12.33,0.0,0.0,,,,1.0,2.4,465,470,386,390,330,334,0.0,0.0,14.0,41.2,94.1,12.33,0.830107527,0.8297872340000001,0.709677419,0.710638298,34.0,82.9
141364,Leland High,San Jose Unified,Santa Clara,473,204,30.0,29.0,29.0,28.0,29.0,195.0,95.59,0.0,0.0,,,,2.0,0.9,1892,1923,210,215,175,179,0.0,0.0,149.0,67.7,82.7,95.59,0.11099365800000001,0.11180447199999999,0.092494715,0.09308372300000001,220.0,98.7
141428,Abraham Lincoln High,San Jose Unified,Santa Clara,451,41,24.0,24.0,23.0,23.0,23.5,31.0,75.61,0.0,0.0,,,,2.0,0.9,1842,1879,1014,1035,873,893,0.0,0.0,55.0,24.3,55.3,75.61,0.550488599,0.550824907,0.473941368,0.475252794,226.0,99.1
141500,San Jose High,San Jose Unified,Santa Clara,247,8,,,,,,,,0.0,0.0,,,,2.0,1.8,986,1021,760,789,671,695,0.0,0.0,11.0,10.6,38.5,,0.770791075,0.772771792,0.6805273829999999,0.6807051909999999,104.0,92.0
141572,Willow Glen High,San Jose Unified,Santa Clara,389,63,26.0,26.0,25.0,24.0,25.25,48.0,76.19,0.0,0.0,,,,4.0,2.1,1659,1698,626,638,527,539,0.0,0.0,38.0,20.2,46.3,76.19,0.377335744,0.37573616,0.317661242,0.317432273,188.0,96.4
141636,Santa Clara High,Santa Clara Unified,Santa Clara,487,102,23.0,24.0,22.0,22.0,22.75,64.0,62.75,0.0,0.0,,,,9.0,4.2,1982,2033,875,906,731,761,0.0,0.0,0.0,0.0,58.4,62.75,0.441473259,0.445646827,0.368819374,0.37432366,202.0,94.4
141704,Adrian Wilcox High,Santa Clara Unified,Santa Clara,465,165,25.0,26.0,24.0,25.0,25.0,118.0,71.52,0.0,0.0,,,,1.0,0.4,1925,1966,878,899,713,733,0.0,0.0,0.0,0.0,13.2,71.52,0.456103896,0.45727365200000003,0.37038961,0.37283825,235.0,99.2
141768,Milpitas High,Milpitas Unified,Santa Clara,814,117,26.0,26.0,27.0,25.0,26.0,101.0,86.32,0.0,0.0,,,,3.0,0.8,3184,3249,1023,1056,871,900,1.0,0.3,147.0,38.5,61.0,86.32,0.32129397,0.32502308399999996,0.273555276,0.27700831,382.0,97.7
141832,Cypress Charter High,Live Oak Elementary,Santa Cruz,34,4,,,,,,,,0.0,0.0,,,,1.0,3.6,135,140,46,46,44,44,0.0,0.0,0.0,0.0,48.1,,0.340740741,0.32857142899999997,0.32592592600000003,0.314285714,27.0,96.4
141888,Pajaro Valley High,Pajaro Valley Unified,Santa Cruz,296,93,16.0,18.0,17.0,18.0,17.25,17.0,18.28,0.0,0.0,,,,6.0,4.3,1360,1406,1173,1212,1053,1089,0.0,0.0,0.0,0.0,3.8,18.28,0.8625,0.862019915,0.774264706,0.7745376959999999,132.0,95.0
141952,Aptos High,Pajaro Valley Unified,Santa Cruz,328,83,26.0,26.0,24.0,24.0,25.0,65.0,78.31,0.0,0.0,,,,6.0,3.5,1442,1478,540,552,473,484,0.0,0.0,0.0,0.0,6.0,78.31,0.374479889,0.37347767299999995,0.32801664399999997,0.327469553,167.0,96.5
142020,Watsonville High,Pajaro Valley Unified,Santa Cruz,435,121,17.0,18.0,18.0,19.0,18.0,29.0,23.97,0.0,0.0,,,,13.0,5.6,2040,2116,1623,1685,1478,1534,0.0,0.0,0.0,0.0,1.4,23.97,0.795588235,0.7963138000000001,0.7245098040000001,0.724952741,213.0,91.4
142076,San Lorenzo Valley High,San Lorenzo Valley Unified,Santa Cruz,171,28,27.0,29.0,25.0,26.0,26.75,27.0,96.43,0.0,0.0,,,,0.0,0.0,702,726,144,149,135,139,0.0,0.0,29.0,43.3,70.1,96.43,0.205128205,0.20523416,0.192307692,0.191460055,67.0,97.1
142192,Harbor High,Santa Cruz City High,Santa Cruz,230,64,21.0,22.0,22.0,22.0,21.75,37.0,57.81,0.0,0.0,,,,10.0,9.4,888,926,489,515,404,423,0.0,0.0,30.0,31.6,51.6,57.81,0.550675676,0.556155508,0.454954955,0.456803456,95.0,89.6
142260,Santa Cruz High,Santa Cruz City High,Santa Cruz,243,41,25.0,27.0,26.0,25.0,25.75,36.0,87.8,0.0,0.0,,,,4.0,3.3,1033,1062,317,329,273,284,0.0,0.0,55.0,47.0,76.1,87.8,0.306873185,0.309792844,0.2642788,0.267419962,117.0,95.9
142328,Soquel High,Santa Cruz City High,Santa Cruz,218,55,24.0,25.0,23.0,23.0,23.75,44.0,80.0,0.0,0.0,,,,4.0,4.2,1132,1155,410,418,359,366,0.0,0.0,28.0,30.8,61.5,80.0,0.36219081299999994,0.36190476200000005,0.317137809,0.316883117,91.0,94.8
142392,Scotts Valley High,Scotts Valley Unified,Santa Cruz,170,54,26.0,27.0,25.0,25.0,25.75,43.0,79.63,0.0,0.0,,,,0.0,0.0,769,802,72,76,64,68,0.0,0.0,45.0,57.0,81.0,79.63,0.09362808800000001,0.094763092,0.083224967,0.08478803,79.0,98.8
142488,Anderson New Technology High,Anderson Union High,Shasta,38,1,,,,,,,,0.0,0.0,,,,1.0,7.1,186,189,99,100,83,84,0.0,0.0,0.0,0.0,53.8,,0.532258065,0.5291005289999999,0.446236559,0.444444444,13.0,92.9
142540,Anderson High,Anderson Union High,Shasta,135,8,,,,,,,,0.0,0.0,,,,0.0,0.0,506,531,327,339,285,296,0.0,0.0,0.0,0.0,46.6,,0.646245059,0.638418079,0.5632411070000001,0.557438795,58.0,96.7
142600,Shasta Charter Academy,Shasta Union High,Shasta,77,4,,,,,,,,0.0,0.0,,,,0.0,0.0,225,241,69,74,68,73,0.0,0.0,7.0,18.4,7.9,,0.306666667,0.30705394199999997,0.302222222,0.302904564,38.0,95.0
142704,Enterprise High,Shasta Union High,Shasta,255,8,,,,,,,,,,,,,,,1152,1188,602,620,562,578,,,,,,,0.5225694439999999,0.521885522,0.487847222,0.48653198700000005,,
142828,Shasta High,Shasta Union High,Shasta,293,53,28.0,28.0,28.0,27.0,27.75,50.0,94.34,0.0,0.0,,,,1.0,0.7,1417,1446,531,540,485,494,0.0,0.0,38.0,26.2,52.4,94.34,0.374735356,0.373443983,0.34227240600000003,0.34163208899999997,145.0,98.6
142896,Central Valley High,Gateway Unified,Shasta,125,15,22.0,23.0,20.0,22.0,21.75,9.0,60.0,0.0,0.0,,,,0.0,0.0,592,610,398,413,351,365,0.0,0.0,0.0,0.0,49.1,60.0,0.6722972970000001,0.67704918,0.592905405,0.598360656,53.0,93.0
143408,Dunsmuir High,Dunsmuir Joint Union High,Siskiyou,16,2,,,,,,,,,,,,,,,58,63,40,43,40,43,,,,,,,0.689655172,0.682539683,0.689655172,0.682539683,,
143452,Happy Camp High,Siskiyou Union High,Siskiyou,15,6,,,,,,,,,,,,,,,56,60,34,36,29,31,,,,,,,0.607142857,0.6,0.517857143,0.5166666670000001,,
143488,Mt. Shasta High,Siskiyou Union High,Siskiyou,75,13,,,,,,,,0.0,0.0,,,,4.0,9.8,281,296,129,137,109,114,0.0,0.0,12.0,32.4,43.2,,0.45907473299999996,0.46283783799999995,0.387900356,0.385135135,37.0,90.2
143540,Weed High,Siskiyou Union High,Siskiyou,33,10,,,,,,,,0.0,0.0,,,,1.0,6.3,153,161,116,124,98,106,0.0,0.0,5.0,33.3,40.0,,0.758169935,0.770186335,0.640522876,0.6583850929999999,15.0,93.8
143588,Yreka High,Yreka Union High,Siskiyou,117,34,20.0,22.0,20.0,21.0,20.75,15.0,44.12,0.0,0.0,,,,4.0,6.3,556,575,284,292,253,260,0.0,0.0,0.0,0.0,61.0,44.12,0.510791367,0.507826087,0.45503597100000004,0.452173913,59.0,93.7
143696,Etna Union High,Scott Valley Unified,Siskiyou,53,34,21.0,22.0,21.0,22.0,21.5,19.0,55.88,0.0,0.0,,,,1.0,3.7,187,197,88,94,74,80,0.0,0.0,15.0,57.7,69.2,55.88,0.470588235,0.47715736,0.395721925,0.40609137100000003,26.0,96.3
143748,Benicia High,Benicia Unified,Solano,394,87,25.0,24.0,25.0,24.0,24.5,72.0,82.76,0.0,0.0,,,,0.0,0.0,1579,1621,359,374,310,324,0.0,0.0,66.0,34.2,46.6,82.76,0.22735908800000001,0.230721777,0.19632678899999997,0.19987661899999998,193.0,99.5
143816,Dixon High,Dixon Unified,Solano,255,70,20.0,21.0,22.0,21.0,21.0,36.0,51.43,0.0,0.0,,,,9.0,7.3,1107,1135,521,537,436,450,0.0,0.0,0.0,0.0,50.4,51.43,0.470641373,0.473127753,0.39385727200000004,0.39647577100000003,115.0,92.7
143880,Angelo Rodriguez High,Fairfield-Suisun Unified,Solano,473,48,22.0,24.0,22.0,21.0,22.25,28.0,58.33,0.0,0.0,,,,5.0,2.1,1795,1838,559,582,472,491,0.0,0.0,52.0,22.3,56.7,58.33,0.311420613,0.316648531,0.262952646,0.267138194,233.0,96.7
143948,Armijo High,Fairfield-Suisun Unified,Solano,530,84,22.0,23.0,23.0,23.0,22.75,54.0,64.29,0.0,0.0,,,,17.0,6.5,2092,2155,1311,1350,1128,1161,0.0,0.0,93.0,39.4,55.9,64.29,0.62667304,0.626450116,0.539196941,0.5387470999999999,236.0,90.1
144016,Fairfield High,Fairfield-Suisun Unified,Solano,294,18,19.0,20.0,20.0,20.0,19.75,7.0,38.89,0.0,0.0,,,,15.0,10.4,1470,1504,1082,1108,960,985,0.0,0.0,17.0,13.6,31.2,38.89,0.736054422,0.736702128,0.653061224,0.6549202129999999,125.0,86.8
144088,Vanden High,Travis Unified,Solano,382,33,24.0,25.0,23.0,24.0,24.0,24.0,72.73,0.0,0.0,,,,0.0,0.0,1711,1744,435,439,305,305,0.0,0.0,72.0,36.4,53.0,72.73,0.254237288,0.251720183,0.178258328,0.174885321,198.0,99.0
144156,Will C. Wood High,Vacaville Unified,Solano,331,35,22.0,23.0,23.0,22.0,22.5,20.0,57.14,0.0,0.0,,,,2.0,1.0,1622,1667,691,710,550,569,0.0,0.0,0.0,0.0,50.0,57.14,0.426017263,0.42591481700000006,0.339087546,0.341331734,190.0,97.9
144228,Elise P. Buckingham Charter Magnet High,Vacaville Unified,Solano,100,22,24.0,24.0,24.0,22.0,23.5,15.0,68.18,0.0,0.0,,,,2.0,3.2,491,502,95,99,79,83,0.0,0.0,0.0,0.0,63.3,68.18,0.193482688,0.197211155,0.16089613,0.165338645,60.0,96.8
144280,Vacaville High,Vacaville Unified,Solano,441,95,22.0,23.0,22.0,22.0,22.25,59.0,62.11,0.0,0.0,,,,5.0,2.2,1873,1913,631,648,532,547,0.0,0.0,0.0,0.0,64.2,62.11,0.336892686,0.338734971,0.284036305,0.285938317,218.0,97.3
144348,Jesse M. Bethel High,Vallejo City Unified,Solano,379,64,19.0,20.0,19.0,19.0,19.25,31.0,48.44,0.0,0.0,,,,13.0,6.4,1580,1620,860,882,749,770,0.0,0.0,0.0,0.0,49.5,48.44,0.544303797,0.544444444,0.47405063299999994,0.475308642,186.0,91.6
144416,MIT Academy,Vallejo City Unified,Solano,84,7,,,,,,,,0.0,0.0,,,,0.0,0.0,483,492,277,280,216,218,0.0,0.0,18.0,62.1,100.0,,0.573498965,0.569105691,0.447204969,0.44308943100000003,29.0,100.0
144464,Vallejo High,Vallejo City Unified,Solano,390,7,,,,,,,,1.0,0.5,,,,38.0,18.4,1623,1700,1172,1225,1059,1109,0.0,0.0,0.0,0.0,42.4,,0.722119532,0.720588235,0.652495379,0.652352941,158.0,76.7
144532,Analy High,West Sonoma County Union High,Sonoma,277,44,26.0,26.0,24.0,23.0,24.75,40.0,90.91,0.0,0.0,,,,0.0,0.0,1117,1145,291,298,269,276,0.0,0.0,53.0,38.4,55.8,90.91,0.260519248,0.26026200899999996,0.240823635,0.241048035,138.0,97.2
144600,El Molino High,West Sonoma County Union High,Sonoma,146,20,24.0,26.0,24.0,24.0,24.5,18.0,90.0,0.0,0.0,,,,1.0,1.4,583,596,211,215,198,201,0.0,0.0,24.0,34.3,40.0,90.0,0.361921098,0.360738255,0.33962264200000003,0.33724832200000004,70.0,97.2
144664,Cloverdale High,Cloverdale Unified,Sonoma,95,9,,,,,,,,0.0,0.0,,,,0.0,0.0,381,398,194,207,167,180,0.0,0.0,11.0,33.3,45.5,,0.5091863520000001,0.520100503,0.43832021,0.45226130700000006,33.0,94.3
144776,Casa Grande High,Petaluma Joint Union High,Sonoma,361,58,24.0,25.0,24.0,23.0,24.0,46.0,79.31,0.0,0.0,,,,7.0,4.0,1673,1706,586,599,472,485,0.0,0.0,53.0,32.3,51.8,79.31,0.35026897799999995,0.351113716,0.282127914,0.28429073899999996,164.0,92.7
144840,Petaluma High,Petaluma Joint Union High,Sonoma,323,93,24.0,25.0,23.0,24.0,24.0,70.0,75.27,0.0,0.0,,,,1.0,0.6,1312,1338,341,350,279,287,0.0,0.0,76.0,49.0,65.2,75.27,0.259908537,0.26158445399999997,0.212652439,0.214499253,155.0,98.1
144904,Elsie Allen High,Santa Rosa High,Sonoma,275,19,18.0,20.0,18.0,19.0,18.75,6.0,31.58,0.0,0.0,,,,22.0,16.7,973,1032,649,683,548,581,0.0,0.0,2.0,1.9,28.2,31.58,0.66700925,0.661821705,0.563206578,0.562984496,103.0,78.0
144972,Maria Carrillo High,Santa Rosa High,Sonoma,374,98,27.0,27.0,28.0,26.0,27.0,92.0,93.88,0.0,0.0,,,,5.0,2.8,1523,1560,492,506,437,449,0.0,0.0,55.0,32.4,45.9,93.88,0.323046619,0.32435897399999997,0.28693368399999997,0.287820513,170.0,94.4
145040,Montgomery High,Santa Rosa High,Sonoma,367,50,26.0,26.0,27.0,26.0,26.25,43.0,86.0,0.0,0.0,,,,8.0,4.0,1606,1647,593,613,538,557,0.0,0.0,14.0,7.7,48.6,86.0,0.36924034899999997,0.372191864,0.334993773,0.33819065,181.0,89.6
145112,Piner High,Santa Rosa High,Sonoma,295,39,21.0,23.0,21.0,22.0,21.75,21.0,53.85,0.0,0.0,,,,12.0,9.6,1297,1357,768,800,629,658,0.0,0.0,6.0,5.4,17.1,53.85,0.592135698,0.5895357410000001,0.484965305,0.484893147,111.0,88.8
145184,Santa Rosa High,Santa Rosa High,Sonoma,466,68,26.0,26.0,25.0,24.0,25.25,53.0,77.94,0.0,0.0,,,,15.0,5.4,1933,1991,777,799,673,692,0.0,0.0,37.0,14.6,39.5,77.94,0.401965856,0.401305876,0.348163476,0.34756403799999996,253.0,91.3
145252,Sonoma Valley High,Sonoma Valley Unified,Sonoma,303,64,22.0,23.0,22.0,21.0,22.0,40.0,62.5,0.0,0.0,,,,0.0,0.0,1281,1324,696,725,611,638,0.0,0.0,0.0,0.0,56.7,62.5,0.543325527,0.547583082,0.47697111600000003,0.48187311200000005,157.0,98.7
145316,Credo High,Cotati-Rohnert Park Unified,Sonoma,37,7,,,,,,,,0.0,0.0,,,,2.0,8.0,324,337,172,176,154,158,0.0,0.0,0.0,0.0,14.3,,0.530864198,0.522255193,0.475308642,0.46884273,21.0,84.0
145356,Technology High,Cotati-Rohnert Park Unified,Sonoma,76,38,27.0,28.0,27.0,26.0,27.0,35.0,92.11,0.0,0.0,,,,0.0,0.0,324,326,49,50,45,46,0.0,0.0,22.0,71.0,77.4,92.11,0.151234568,0.153374233,0.13888888900000002,0.141104294,31.0,52.5
145412,Rancho Cotate High,Cotati-Rohnert Park Unified,Sonoma,332,59,20.0,20.0,20.0,21.0,20.25,25.0,42.37,0.0,0.0,,,,5.0,2.9,1463,1493,575,591,506,521,0.0,0.0,64.0,42.1,45.4,42.37,0.393028025,0.39584728700000005,0.34586466200000004,0.34896182200000003,152.0,87.4
145484,Windsor High,Windsor Unified,Sonoma,404,91,22.0,23.0,21.0,22.0,22.0,56.0,61.54,0.0,0.0,,,,8.0,4.1,1668,1707,519,532,456,467,0.0,0.0,37.0,20.6,47.2,61.54,0.311151079,0.31165787899999997,0.273381295,0.273579379,180.0,91.8
145544,Healdsburg High,Healdsburg Unified,Sonoma,136,28,25.0,25.0,23.0,24.0,24.25,23.0,82.14,0.0,0.0,,,,0.0,0.0,535,552,233,243,198,206,0.0,0.0,12.0,15.4,50.0,82.14,0.435514019,0.440217391,0.370093458,0.37318840600000003,78.0,98.7
145600,Valley Charter High,Stanislaus County Office of Education,Stanislaus,27,3,,,,,,,,0.0,0.0,,,,2.0,14.3,108,115,58,63,53,58,0.0,0.0,0.0,0.0,25.0,,0.537037037,0.547826087,0.49074074100000004,0.504347826,12.0,85.7
145644,Whitmore Charter High,Ceres Unified,Stanislaus,40,2,,,,,,,,0.0,0.0,,,,0.0,0.0,148,156,38,41,28,29,0.0,0.0,10.0,40.0,56.0,,0.256756757,0.26282051300000003,0.18918918899999998,0.18589743600000003,25.0,96.2
145684,Ceres High,Ceres Unified,Stanislaus,401,21,21.0,23.0,21.0,21.0,21.5,10.0,47.62,0.0,0.0,,,,9.0,4.9,1637,1732,1353,1424,1189,1257,0.0,0.0,36.0,20.9,52.3,47.62,0.8265119120000001,0.8221709009999999,0.72632865,0.725750577,172.0,93.5
145756,Denair High,Denair Unified,Stanislaus,67,4,,,,,,,,0.0,0.0,,,,1.0,2.8,252,261,169,174,139,144,0.0,0.0,11.0,31.4,51.4,,0.670634921,0.666666667,0.5515873020000001,0.551724138,35.0,97.2
145804,James C. Enochs High,Modesto City High,Stanislaus,565,148,23.0,24.0,22.0,22.0,22.75,99.0,66.89,0.0,0.0,,,,3.0,1.0,2327,2383,1018,1038,823,838,0.0,0.0,136.0,48.7,59.9,66.89,0.437473141,0.43558539700000004,0.353674259,0.351657574,279.0,97.6
145876,Joseph A. Gregori High,Modesto City High,Stanislaus,579,129,23.0,24.0,23.0,23.0,23.25,88.0,68.22,0.0,0.0,,,,2.0,0.7,2238,2298,1085,1118,900,927,0.0,0.0,123.0,46.4,57.4,68.22,0.484807864,0.48651000899999997,0.40214477200000004,0.403394256,265.0,98.5
145948,Fred C. Beyer High,Modesto City High,Stanislaus,402,55,23.0,24.0,23.0,23.0,23.25,40.0,72.73,0.0,0.0,,,,2.0,1.1,1572,1624,867,902,746,778,0.0,0.0,69.0,39.4,44.6,72.73,0.551526718,0.555418719,0.474554707,0.479064039,175.0,95.1
146020,Peter Johansen High,Modesto City High,Stanislaus,423,43,19.0,20.0,19.0,19.0,19.25,16.0,37.21,0.0,0.0,,,,12.0,5.7,1765,1831,1447,1497,1313,1360,0.0,0.0,55.0,28.4,41.8,37.21,0.8198300279999999,0.817586019,0.743909348,0.742763517,194.0,92.4
146088,Grace M. Davis High,Modesto City High,Stanislaus,440,50,20.0,21.0,18.0,19.0,19.5,20.0,40.0,0.0,0.0,,,,8.0,3.7,1728,1829,1382,1467,1274,1351,0.0,0.0,71.0,35.1,45.0,40.0,0.799768519,0.802077638,0.737268519,0.738655003,202.0,92.2
146160,Thomas Downey High,Modesto City High,Stanislaus,453,102,20.0,22.0,20.0,21.0,20.75,49.0,48.04,0.0,0.0,,,,5.0,2.3,2041,2098,1492,1530,1376,1413,0.0,0.0,75.0,36.6,50.7,48.04,0.731014209,0.729265968,0.674179324,0.67349857,205.0,95.8
146232,Modesto High,Modesto City High,Stanislaus,544,164,20.0,22.0,21.0,20.0,20.75,72.0,43.9,0.0,0.0,,,,11.0,4.2,2464,2544,1932,2002,1813,1880,0.0,0.0,90.0,37.7,52.7,43.9,0.7840909090000001,0.7869496859999999,0.735795455,0.7389937109999999,239.0,91.9
146304,Patterson High,Patterson Joint Unified,Stanislaus,402,52,18.0,19.0,19.0,19.0,18.75,20.0,38.46,0.0,0.0,,,,1.0,0.5,1704,1738,1273,1302,1075,1099,0.0,0.0,50.0,26.2,51.3,38.46,0.7470657279999999,0.7491369390000001,0.630868545,0.6323360179999999,191.0,96.0
146376,Orestimba High,Newman-Crows Landing Unified,Stanislaus,194,49,18.0,19.0,18.0,18.0,18.25,11.0,22.45,0.0,0.0,,,,1.0,1.0,895,917,572,586,495,509,0.0,0.0,30.0,30.0,48.0,22.45,0.639106145,0.639040349,0.5530726260000001,0.555070883,100.0,98.0
146436,Hughson High,Hughson Unified,Stanislaus,137,20,23.0,25.0,23.0,23.0,23.5,14.0,70.0,0.0,0.0,,,,4.0,4.8,682,696,326,334,298,305,0.0,0.0,0.0,0.0,51.9,70.0,0.478005865,0.479885057,0.436950147,0.43821839100000004,79.0,95.2
146496,Riverbank High,Riverbank Unified,Stanislaus,173,19,20.0,20.0,22.0,21.0,20.75,7.0,36.84,0.0,0.0,,,,2.0,2.3,746,764,586,603,527,544,0.0,0.0,0.0,0.0,48.8,36.84,0.785522788,0.7892670159999999,0.706434316,0.712041885,84.0,97.7
146552,Oakdale High,Oakdale Joint Unified,Stanislaus,352,29,22.0,23.0,23.0,22.0,22.5,20.0,68.97,0.0,0.0,,,,1.0,0.7,1520,1568,539,555,510,526,0.0,0.0,27.0,18.0,40.7,68.97,0.35460526299999995,0.353954082,0.335526316,0.33545918399999997,150.0,98.7
146616,Waterford High,Waterford Unified,Stanislaus,118,5,,,,,,,,0.0,0.0,,,,0.0,0.0,536,585,391,424,331,361,0.0,0.0,11.0,20.8,34.0,,0.729477612,0.724786325,0.6175373129999999,0.617094017,53.0,98.1
146676,John H. Pitman High,Turlock Unified,Stanislaus,467,43,22.0,23.0,22.0,23.0,22.5,27.0,62.79,0.0,0.0,,,,3.0,1.4,2035,2081,1098,1126,942,967,0.0,0.0,50.0,23.5,54.9,62.79,0.53955774,0.5410860160000001,0.46289926299999995,0.464680442,213.0,97.3
146748,Turlock High,Turlock Unified,Stanislaus,563,92,22.0,23.0,22.0,22.0,22.25,58.0,63.04,0.0,0.0,,,,2.0,0.7,2429,2479,1515,1544,1350,1378,0.0,0.0,50.0,18.2,52.2,63.04,0.623713462,0.6228317870000001,0.555784273,0.5558693020000001,274.0,96.8
146816,East Nicolaus High,East Nicolaus Joint Union High,Sutter,76,6,,,,,,,,0.0,0.0,,,,1.0,2.9,301,311,109,115,86,90,0.0,0.0,0.0,0.0,58.8,,0.36212624600000004,0.36977492,0.28571428600000004,0.289389068,34.0,97.1
146872,Sutter High,Sutter Union High,Sutter,177,34,22.0,23.0,22.0,23.0,22.5,23.0,67.65,0.0,0.0,,,,0.0,0.0,732,755,229,240,206,216,0.0,0.0,0.0,0.0,52.4,67.65,0.31284153,0.317880795,0.281420765,0.286092715,84.0,100.0
